Family ID,Created at,Survey number,Worker,Gender,Country of birth,People in household,Race,Hispanic,Housing situation,Rent vs. Own,Child mortality,Disability,Automobile,Veteran Status,LGBTQ,Early Childhood Education,Number of People in Household with GED or HS Diploma,Highest level,Highest level in household,Annual income,Primary economic activity:,Assistance:
139250,2022-08-31,1º,kmacedo,Female,Mexico,5,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,No,2,High School/GED,High School/GED,,Employed Full-Time,Food stamps
139250,2023-03-27,2º,kmacedo,Female,Mexico,5,Other,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,26000,Employed Full-Time,Food stamps
31810,2021-10-08,1º,snguyen,Female,Mexico,4,Other,Yes,Trailer/Mobile Home,Own my home,No,Yes,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Self-Employed,Stay-at-Home Caregiver","Disability,Food stamps"
31810,2022-05-04,2º,dgomezserrano,Female,Mexico,4,White,Yes,Trailer/Mobile Home,Own my home,No,Yes,Yes,No,No,Yes,1,High School/GED,High School/GED,,Stay-at-Home Caregiver,Social Security
31810,2022-11-28,1º,mespino,Female,United States of America,5,American Indian or Alaska Native,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,0,High School/GED,Less than High School,,Stay-at-Home Caregiver,"Disability,Food stamps"
174887,2023-03-30,1º,mespino,Female,United States of America,2,American Indian or Alaska Native,Yes,Trailer/Mobile Home,Live with another family,No,No,No,No,No,Yes,0,Less than High School,High School/GED,,Unemployed,None
33496,2023-01-25,1º,mespino,Female,Mexico,6,White,Yes,Single Family House,Own my home,Yes,No,Yes,No,No,Yes,1,Less than High School,Less than High School,,Unemployed,Other
33496,2023-04-18,2º,mespino,Female,Mexico,6,,,,,,,,,,,,,,,,
35691,2022-05-04,1º,vbryant,Female,United States of America,2,White,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
35691,2022-05-04,2º,vbryant,Female,United States of America,2,White,No,Single Family House,Homeless,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Unemployed,"Food stamps,WIC"
35691,2022-12-09,3º,jdeleon,Female,United States of America,2,White,No,Single Family House,Live with parents,No,No,No,No,No,Not applicable,1,High School/GED,High School/GED,20000,Employed Full-Time,"Food stamps,WIC"
37105,2022-12-08,1º,jdeleon,Female,United States of America,5,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,0,Less than High School,Less than High School,20000,"Employed Full-Time,Unemployed",TANF
37105,2023-04-24,2º,njaen,Female,United States of America,5,Other,,,,,,,,,,,,,,Other,
35238,2022-12-08,1º,njaen,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,13879,Employed Full-Time,"Food stamps,WIC"
35238,2023-04-24,2º,njaen,Female,United States of America,5,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Other,Food stamps
156160,2021-11-05,1º,agarcia4,Female,United States of America,3,Other,Yes,Trailer/Mobile Home,Live with parents,No,No,Yes,No,No,No,1,Two-Year College Degree,Two-Year College Degree,15600,"Employed Full-Time,Unemployed","WIC,Food stamps"
30979,2021-12-16,1º,vbryant,Female,United States of America,3,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,18550,Self-Employed,"Food stamps,Other"
35407,2021-10-28,1º,agarcia4,Female,United States of America,6,White,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,2,Graduate Degree,Four-Year College Degree,50000,"Employed Full-Time,Unemployed",None
35407,2022-05-05,2º,agarcia4,Female,United States of America,6,White,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,Two-Year College Degree,10000,Employed Full-Time,None
35238,2021-11-04,1º,vbryant,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,10000,"Employed Part-Time,In School","Food stamps,WIC"
35238,2022-05-04,2º,vbryant,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,13879,Employed Full-Time,"Food stamps,WIC"
37037,2022-11-28,1º,mespino,Female,United States of America,4,White,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,1,High School/GED,High School/GED,,Employed Full-Time,"WIC,Food stamps,Other"
35119,2022-11-21,1º,kmacedo,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,7047,Employed Full-Time,"Food stamps,WIC"
35119,2023-06-13,2º,kmacedo,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,7047,Employed Part-Time,Food stamps
27060,2021-12-09,1º,agarcia4,Female,United States of America,6,White,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,35000,Employed Full-Time,None
36271,2022-12-08,1º,mespino,Female,United States of America,3,American Indian or Alaska Native,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,,Unemployed,"Food stamps,WIC,Other"
36271,2023-03-31,2º,mespino,Female,United States of America,3,American Indian or Alaska Native,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,"Food stamps,Other"
151484,2022-01-18,1º,alopez,Female,United States of America,4,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Employed Full-Time,None
151484,2022-05-05,2º,alopez,Female,United States of America,4,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,,Less than High School,Less than High School,,Employed Full-Time,Food stamps
151484,2022-10-05,1º,alopez,Female,United States of America,4,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,34000,Employed Full-Time,"WIC,TANF"
37170,2022-11-08,1º,snguyen,Female,Nicaragua,1,Other,Yes,Group Home,Live with another family,No,No,No,No,No,Yes,5,High School/GED,Four-Year College Degree,,Employed Full-Time,None
23448,2022-10-05,1º,avanegasvelasquez,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Own my home,No,Yes,Yes,No,No,Yes,2,Four-Year College Degree,Four-Year College Degree,,"Employed Full-Time,Unemployed","WIC,Other"
23448,2023-06-28,2º,avanegasvelasquez,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,"Employed Full-Time,Unemployed",Other
36529,2022-12-08,1º,jdeleon,Female,United States of America,6,Black or African American,No,Single Family House,Rent my home,No,Yes,Yes,No,No,Yes,0,Less than High School,Less than High School,0,Retired,Food stamps
15762,2022-11-29,1º,dgomezserrano,Female,Honduras,5,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,"Employed Full-Time,Stay-at-Home Caregiver",
15762,2023-06-27,2º,snguyen,Female,Honduras,5,Other,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,2,High School/GED,Four-Year College Degree,,"Stay-at-Home Caregiver,Independiente",WIC
15923,2021-10-18,1º,nanderson,Female,United States of America,4,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,No,1,Two-Year College Degree,Two-Year College Degree,,"Stay-at-Home Caregiver,Unemployed",Food stamps
15923,2022-05-05,2º,nanderson,Female,United States of America,4,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,No,1,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,Food stamps
22932,2021-11-10,1º,ialba,Female,Mexico,4,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Employed Full-Time,Food stamps
22932,2022-05-09,2º,vbryant,Female,Mexico,4,Other,Yes,Single Family House,Own my home,No,No,No,No,No,Yes,1,High School/GED,High School/GED,15600,Employed Full-Time,"Food stamps,WIC"
163882,2022-05-04,1º,njaen,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,11143,Other,
25323,2022-12-08,1º,njaen,Female,United States of America,7,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Other,"Food stamps,WIC"
25323,2023-04-24,2º,njaen,Female,United States of America,7,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,,,,,Other,Food stamps
31757,2021-10-06,1º,snguyen,Female,Honduras,4,Other,Yes,Single Family House,Rent my home,No,Yes,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Employed Full-Time,Unemployed",Disability
31757,2022-05-04,2º,dgomezserrano,Female,Honduras,4,White,Yes,Single Family House,Rent my home,No,Yes,Yes,No,No,Yes,0,Less than High School,Less than High School,,Employed Full-Time,Social Security
36780,2022-11-28,1º,swilliamson,Female,United States of America,3,Other,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,25000,Employed Full-Time,"Food stamps,WIC"
170963,2022-11-15,1º,yliaogomez,Female,United States of America,3,White,Yes,Trailer/Mobile Home,Rent my home,No,No,No,No,No,Yes,,High School/GED,High School/GED,,Unemployed,Food stamps
170963,2022-11-16,2º,yliaogomez,Female,United States of America,3,,,,,,,,,,,,,,,,
170431,2022-12-08,1º,yliaogomez,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Part-Time,Food stamps
170431,2023-06-13,2º,yliaogomez,Female,United States of America,3,,,,,,,,,,,,,,,,
36746,2023-01-31,1º,yliaogomez,Female,United States of America,4,Black or African American,No,Single Family House,Temporary housing/shelter,No,No,No,No,No,Yes,1,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC"
36746,2023-06-13,2º,yliaogomez,Female,United States of America,4,,,,,,,,,,,,,,,,
35190,2021-11-10,1º,mespino,Female,United States of America,2,Native Hawaiian or Other Pacific Islander,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,0,Less than High School,Less than High School,,Unemployed,"Food stamps,Other"
35190,2022-07-06,2º,mespino,Female,United States of America,2,,,,,,,,,,,,,,,,
16347,2021-11-09,1º,mespino,Female,United States of America,4,White,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Employed Part-Time,Food stamps
16347,2022-05-06,2º,mespino,Female,United States of America,4,,,,,,,,,,,,,,,,
4,2021-03-11,1º,jrobinson,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,"Unemployed,Stay-at-Home Caregiver","WIC,Food stamps"
4,2021-05-27,2º,telamon_jetoya,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC"
161034,2021-11-11,1º,njaen,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,18559,Other,"Food stamps,WIC"
161034,2022-05-05,2º,njaen,Female,United States of America,3,Black or African American,No,Single Family House,Own my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Other,Food stamps
31761,2021-11-08,1º,vbryant,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,19757,Employed Full-Time,"Food stamps,WIC"
31761,2022-05-06,2º,vbryant,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,6829,Employed Part-Time,"Food stamps,WIC"
36708,2022-09-29,1º,mespino,Female,United States of America,5,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,No,2,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,None
36708,2023-04-21,2º,mespino,Female,United States of America,5,,,,,,,,,,,,,,,,
26391,2022-01-21,1º,vbryant,Female,United States of America,6,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,23320,"Unemployed,Self-Employed","Food stamps,WIC"
26391,2022-05-05,2º,vbryant,Female,United States of America,6,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,22880,Employed Full-Time,"Food stamps,WIC"
26391,2022-11-29,3º,njaen,Female,United States of America,6,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,23760,Employed Full-Time,"Food stamps,WIC"
26391,2023-04-24,4º,njaen,Female,United States of America,6,Other,Yes,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,,,Other,Food stamps
3275,2021-11-10,1º,vbryant,Female,United States of America,6,White,No,Single Family House,Live with partner in their home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,0,"Stay-at-Home Caregiver,Unemployed","Food stamps,WIC"
26079,2021-11-11,1º,ialba,Female,United States of America,6,"American Indian or Alaska Native,White",Yes,Single Family House,Own my home,No,Yes,No,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,"Unemployed,Retired",Food stamps
2,2020-12-04,1º,jrobinson,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,,,Employed Full-Time,Food stamps
2,2021-03-19,2º,telamon_jetoya,Female,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,None
29042,2021-12-09,1º,agarcia4,Female,United States of America,3,White,Yes,Single Family House,Own my home,No,Yes,Yes,No,No,Yes,1,High School/GED,High School/GED,12000,"Employed Full-Time,Self-Employed","Food stamps,Disability"
29042,2022-05-05,2º,agarcia4,Female,United States of America,3,White,Yes,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,25000,Employed Full-Time,"Food stamps,WIC"
34904,2021-11-12,1º,mespino,Female,United States of America,4,Native Hawaiian or Other Pacific Islander,Yes,Trailer/Mobile Home,Rent my home,No,Yes,Yes,No,No,Yes,0,Less than High School,Less than High School,,Unemployed,"Social Security,Food stamps,WIC,Other"
34904,2022-05-06,2º,mespino,Female,United States of America,4,,,,,,,,,,,,,,,,
35590,2021-11-15,1º,mespino,Female,United States of America,3,Other,Yes,Transitional Housing,Rent my home,No,No,Yes,No,No,Not applicable,2,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC"
31063,2021-11-10,1º,ialba,Male,United States of America,2,Black or African American,No,Transitional Housing,Live with parents,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Employed Full-Time,Food stamps
31063,2022-05-09,2º,vbryant,Male,United States of America,2,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,15876,Employed Full-Time,"Food stamps,WIC"
27015,2022-10-05,1º,avanegasvelasquez,Female,United States of America,7,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,Less than High School,,"Employed Full-Time,Unemployed","WIC,Food stamps,Other"
27015,2023-06-29,2º,avanegasvelasquez,Female,United States of America,7,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,"Employed Full-Time,Unemployed","Food stamps,WIC,Other"
37183,2023-03-27,1º,yliaogomez,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Employed Full-Time,None
135332,2022-07-06,1º,yliaogomez,Female,United States of America,5,,,,,,,,,,No,2,High School/GED,High School/GED,,Employed Full-Time,None
32062,2021-10-05,1º,mmarquez1,Female,Mexico,8,Other,Yes,Casa de ladrillo,Rent my home,No,No,Yes,No,No,Yes,,Less than High School,Less than High School,,Employed Full-Time,"Food stamps,WIC"
32062,2022-05-04,2º,mmarquez1,Female,Mexico,8,,Yes,Casa,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Employed Full-Time,"Food stamps,WIC,Other"
175279,2023-03-13,1º,mmassey,Female,United States of America,3,Other,Yes,Trailer/Mobile Home,Live with another family,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,25000,Employed Full-Time,WIC
26186,2022-06-07,1º,vbryant,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,0,Unemployed,"Food stamps,WIC"
26186,2022-07-11,2º,vbryant,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,0,Unemployed,"Food stamps,WIC"
26186,2022-11-29,3º,njaen,Female,United States of America,4,"White,Other",Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,0,Employed Full-Time,"Food stamps,WIC"
26186,2023-04-24,4º,njaen,Female,United States of America,4,Other,Yes,,,No,No,Yes,No,No,,,,,,Other,Food stamps
165833,2023-03-28,1º,alopez,Female,United States of America,5,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,32000,Employed Full-Time,Food stamps
81444,2022-12-06,1º,yliaogomez,Female,United States of America,3,White,Yes,Single Family House,Live with parents,No,No,Yes,No,Prefer not to say,Yes,1,Two-Year College Degree,Two-Year College Degree,,In School,"Food stamps,WIC"
81444,2023-06-29,2º,yliaogomez,Female,United States of America,3,,,,,,,,,,,,,,,,
28842,2021-12-09,1º,agarcia4,Female,United States of America,6,White,Yes,Apartment/Condominium,Own my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,35000,Employed Full-Time,None
28842,2022-05-05,2º,agarcia4,Female,United States of America,6,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,20000,Employed Full-Time,None
23607,2021-11-16,1º,ialba,Female,United States of America,7,White,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,,Employed Full-Time,
23607,2022-05-09,2º,vbryant,Female,United States of America,7,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,33639,Employed Full-Time,"Food stamps,WIC"
23607,2022-12-08,3º,jdeleon,Female,United States of America,6,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,Two-Year College Degree,Two-Year College Degree,33639,Employed Full-Time,Food stamps
23607,2023-04-24,4º,njaen,Female,United States of America,6,Other,,,,,,,,,,,,,,,
75684,2022-11-29,1º,yliaogomez,Female,United States of America,6,American Indian or Alaska Native,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,2,Four-Year College Degree,High School/GED,,Employed Part-Time,
37095,2022-11-15,1º,jdeleon,Female,United States of America,3,Black or African American,No,Single Family House,Own my home,No,Yes,Yes,No,No,Not applicable,2,Two-Year College Degree,Four-Year College Degree,35000,Retired,"Disability,Social Security"
37095,2023-04-24,2º,njaen,Female,United States of America,3,Other,,,,,,,,,,,,,,,
108037,2022-12-07,1º,yliaogomez,Male,United States of America,3,White,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC"
108037,2023-06-20,2º,yliaogomez,Male,United States of America,3,,,,,,,,,,,,,,,,
34881,2021-11-04,1º,vbryant,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,Yes,Yes,No,No,Yes,2,High School/GED,High School/GED,,Unemployed,"Food stamps,Social Security,WIC,Disability"
34881,2022-07-11,2º,vbryant,Female,United States of America,5,Black or African American,No,Single Family House,Rent my home,No,Yes,Yes,No,No,Yes,1,High School/GED,High School/GED,11592,Employed Full-Time,"Food stamps,WIC"
32019,2022-02-22,1º,vsanchezlopez,Female,United States of America,6,White,No,Single Family House,Own my home,Yes,Yes,Yes,No,No,Yes,5,High School/GED,High School/GED,,Unemployed,"Food stamps,Disability,Social Security,WIC"
32019,2022-05-06,2º,vsanchezlopez,Female,United States of America,6,White,No,Single Family House,Live with parents,No,Yes,Yes,No,No,Yes,3,High School/GED,High School/GED,,Unemployed,"WIC,Food stamps,Disability"
32019,2022-11-15,3º,qalamin,Female,United States of America,6,White,No,Single Family House,Live with parents,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,Stay-at-Home Caregiver,"Food stamps,WIC,Social Security"
36845,2022-12-19,1º,jdeleon,Female,United States of America,4,Black or African American,No,Single Family House,Rent my home,No,Yes,Yes,No,No,Not applicable,1,High School/GED,High School/GED,20000,Other,"Disability,Other"
147248,2021-11-08,1º,njaen,Female,United States of America,4,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,4078,Employed Part-Time,"Food stamps,WIC"
16169,2022-10-05,1º,kmacedo,Female,United States of America,6,Other,Yes,Trailer/Mobile Home,Husband job comes with home to live.,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,0,"Employed Full-Time,Unemployed,In School",Food stamps
27015,2022-05-02,1º,avanegasvelasquez,Female,United States of America,7,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,0,High School/GED,High School/GED,,"Employed Full-Time,Unemployed",None
27015,2022-07-19,2º,avanegasvelasquez,Female,United States of America,7,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,,Employed Full-Time,Food stamps
35506,2021-11-11,1º,njaen,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,13532,Other,"Food stamps,WIC"
35506,2022-05-05,2º,njaen,Female,United States of America,3,Black or African American,No,,,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,13520,Employed Full-Time,Food stamps
37261,2023-01-12,1º,njaen,Male,United States of America,3,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Employed Full-Time,"Food stamps,WIC"
163235,2021-10-28,1º,mespino,Female,United States of America,6,White,No,Single Family House,Rent my home,No,Yes,Yes,No,No,Yes,2,High School/GED,Two-Year College Degree,30000,"Stay-at-Home Caregiver,Employed Full-Time","Food stamps,WIC"
163235,2022-05-06,2º,mespino,Female,United States of America,6,White,No,Single Family House,Rent my home,No,Prefer not to say,Yes,Prefer not to say,No,,,,,,,
163235,2022-12-06,3º,mespino,Female,United States of America,6,White,No,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,,Unemployed,"Food stamps,WIC,Other"
163235,2023-04-06,4º,mespino,Female,United States of America,6,White,No,Single Family House,Rent my home,No,No,Yes,No,No,,,,,,Unemployed,"Food stamps,None"
6,2021-03-19,1º,telamon_jetoya,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,,1,High School/GED,High School/GED,,Unemployed,"Food stamps,WIC"
6,2021-05-27,2º,telamon_jetoya,Female,United States of America,3,Black or African American,,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,,Employed Part-Time,"Food stamps,WIC"
27966,2021-11-03,1º,kmacedo,Female,United States of America,3,Black or African American,No,Apartment/Condominium,Live with parents,No,Yes,Yes,No,No,No,1,High School/GED,High School/GED,,Employed Part-Time,"Food stamps,Social Security"
36548,2022-12-08,1º,kmacedo,Female,United States of America,5,Other,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,,2,High School/GED,High School/GED,26000,"Employed Full-Time,Unemployed","Food stamps,WIC"
36548,2023-06-12,2º,kmacedo,Female,United States of America,5,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,0,Less than High School,Less than High School,26000,"Employed Full-Time,Unemployed",Food stamps
31203,2021-12-09,1º,agarcia4,Female,United States of America,6,White,Yes,Trailer/Mobile Home,Rent my home,No,No,No,No,Prefer not to say,Yes,1,High School/GED,High School/GED,14000,Employed Full-Time,Food stamps
31203,2022-05-05,2º,agarcia4,Female,United States of America,6,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Less than High School,14000,Employed Full-Time,Food stamps
26191,2021-11-10,1º,vbryant,Female,United States of America,5,White,Yes,Single Family House,Rent my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,27000,Employed Full-Time,"Food stamps,WIC"
26191,2022-05-13,2º,vbryant,Female,United States of America,5,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,26285,Employed Full-Time,"Food stamps,WIC"
26191,2022-12-12,3º,njaen,Female,United States of America,5,Other,Yes,Single Family House,Rent my home,Yes,No,Yes,No,No,Yes,2,High School/GED,High School/GED,25900,Employed Full-Time,WIC
26191,2023-04-24,4º,njaen,Female,United States of America,5,Other,Yes,Single Family House,Rent my home,No,No,Yes,No,No,,,,,,Other,Food stamps
33967,2022-11-15,1º,yliaogomez,Female,United States of America,4,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,25000,Employed Part-Time,"WIC,Food stamps"
12082,2021-11-05,1º,nanderson,Female,United States of America,4,Black or African American,Yes,Single Family House,Own my home,No,No,Yes,Yes,No,Yes,1,Two-Year College Degree,High School/GED,20000,Employed Full-Time,WIC
12082,2022-05-09,2º,vbryant,Female,United States of America,4,Other,Yes,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,3478,Employed Part-Time,"Food stamps,WIC"
37313,2023-02-14,1º,njaen,Female,United States of America,2,Black or African American,No,Apartment/Condominium,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,0,Employed Full-Time,"Food stamps,WIC"
13442,2022-12-09,1º,jdeleon,Female,United States of America,6,Black or African American,No,Trailer/Mobile Home,Rent my home,No,No,Yes,No,No,Yes,1,High School/GED,High School/GED,20000,Employed Full-Time,Other
13442,2023-04-24,2º,njaen,Female,United States of America,6,,,,,,,,,,,,,,,,
32568,2021-10-19,1º,kmacedo,Female,United States of America,5,,No,Single Family House,Own my home,No,Yes,Yes,No,No,Yes,1,High School/GED,High School/GED,8000,Employed Full-Time,"Social Security,Food stamps,Disability"
32568,2022-05-02,2º,kmacedo,Female,United States of America,5,Black or African American,No,Single Family House,Own my home,No,Yes,Yes,No,No,Yes,1,High School/GED,High School/GED,8000,Employed Full-Time,"Social Security,Food stamps,Disability"
171953,2022-11-22,1º,yliaogomez,Female,United States of America,7,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,Prefer not to say,Yes,2,High School/GED,High School/GED,27000,Employed Full-Time,Food stamps
171953,2023-03-27,2º,yliaogomez,Female,United States of America,7,Black or African American,No,Single Family House,Rent my home,No,No,Yes,No,Prefer not to say,Yes,2,High School/GED,High School/GED,,Employed Full-Time,"Food stamps,WIC"
27323,2021-12-09,1º,agarcia4,Female,United States of America,4,White,Yes,Single Family House,Own my home,No,No,Yes,No,No,Yes,2,High School/GED,High School/GED,14000,"Employed Full-Time,In School",
27323,2022-11-28,1º,mespino,Female,United States of America,4,White,Yes,Trailer/Mobile Home,Own my home,No,No,Yes,No,No,Yes,2,Two-Year College Degree,Two-Year College Degree,,Employed Part-Time,Other
